Id,Country,Short Name,ISO Code,Year,RLE_Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Code,Productivity,Country Code,Indicator Name,Indicator Code,INV_Score
8,Austria,Austria,AT,2006,71.1,90.0,,84.0,50.2,23.2,,82.0,72.7,86.4,82.4,70.0,70.0,AUT,53.47992,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.600755830918352
12,Bangladesh,Bangladesh,BD,2006,52.9,30.0,,15.0,84.1,94.4,,58.2,64.2,74.9,48.2,30.0,30.0,BGD,2.0549672,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.144145747429853
15,Belgium,Belgium,BE,2006,71.8,90.0,,75.0,42.8,26.8,,90.7,68.4,81.5,82.4,90.0,70.0,BEL,60.26023,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.325439064559134
22,Brazil,Brazil,BR,2006,60.9,50.0,,39.0,83.8,71.7,,53.5,66.1,76.3,69.0,50.0,50.0,BRA,13.6727295,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.21029957072458
23,Bulgaria,Bulgaria,BG,2006,64.1,30.0,,41.0,83.2,49.8,,70.5,79.8,80.7,65.8,70.0,70.0,BGR,19.62069,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.437745059378344
27,Cambodia,Cambodia,KH,2006,56.7,30.0,,10.0,91.3,90.9,,43.0,44.2,83.7,53.4,50.0,70.0,KHM,1.8179532,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.345900901909268
29,Canada,Canada,CA,2006,77.4,90.0,,85.0,75.3,53.4,,96.9,84.2,85.9,83.2,50.0,70.0,CAN,52.629272,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.885203137298923
33,Chile,Chile,CL,2006,78.0,90.0,,74.0,78.6,87.5,,68.1,77.5,86.9,77.6,70.0,70.0,CHL,19.737719,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.064706020002582
34,China,China,CN,2006,53.6,30.0,,34.0,70.0,86.0,,43.1,65.2,79.4,68.0,30.0,30.0,CHN,5.70952,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,38.725488103936115
34,China,China,CN,2006,53.6,30.0,,34.0,70.0,86.0,,43.1,65.2,79.4,68.0,30.0,30.0,CHN,5.70952,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.42676527304668
34,China,China,CN,2006,53.6,30.0,,34.0,70.0,86.0,,43.1,65.2,79.4,68.0,30.0,30.0,CHN,5.70952,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.64657939402087
35,Colombia,Colombia,CO,2006,60.4,30.0,,38.0,66.6,68.3,,72.1,63.8,79.2,65.8,50.0,70.0,COL,11.455455,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.57759352627325
39,Costa Rica,CostaRica,CR,2006,65.9,50.0,,49.0,83.0,85.2,,59.4,61.2,73.7,77.4,70.0,50.0,CRI,12.448823,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.293066801456966
41,Croatia,Croatia,HR,2006,53.6,30.0,,35.0,69.6,23.2,,54.5,44.6,81.2,78.4,50.0,70.0,HRV,24.864307,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.327070303905565
43,Cyprus,Cyprus,CY,2006,71.8,90.0,,54.0,79.1,48.3,,70.0,70.0,84.4,82.4,70.0,70.0,CYP,37.981335,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.077753037527835
45,Denmark,Denmark,DK,2006,75.4,90.0,,95.0,35.5,9.3,,94.6,99.9,87.2,82.4,70.0,90.0,DNK,58.512756,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.272718118808836
48,Dominican Republic,DominicanRepublic,DO,2006,56.3,30.0,,29.0,85.4,90.1,,57.0,54.5,49.3,67.4,50.0,50.0,DOM,13.39217,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.880140005199408
49,Ecuador,Ecuador,EC,2006,54.6,30.0,,24.0,86.2,84.5,,58.2,39.7,76.1,67.0,30.0,50.0,ECU,11.242552,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.8531747032245
54,Estonia,Estonia,EE,2006,74.9,70.0,,60.0,83.8,57.4,,81.9,49.3,84.7,82.4,90.0,90.0,EST,22.57687,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,36.80028565259015
57,Finland,Finland,FI,2006,72.9,90.0,,97.0,61.9,24.4,,95.4,47.4,90.8,82.4,70.0,70.0,FIN,53.03463,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.763842056253143
58,France,France,FR,2006,61.1,70.0,,71.0,46.6,11.2,,88.0,56.5,85.6,82.4,50.0,50.0,FRA,60.341972,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.45070884359557
62,Germany,Germany,DE,2006,70.8,90.0,,82.0,60.8,31.7,,89.1,44.4,87.1,82.4,90.0,50.0,DEU,60.941315,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.802899693092055
64,Greece,Greece,GR,2006,60.1,50.0,,43.0,61.0,53.9,,73.2,58.6,78.7,82.4,50.0,50.0,GRC,34.261112,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.685874692685584
72,Hungary,Hungary,HU,2006,65.0,70.0,,48.0,68.2,27.1,,70.8,69.5,74.3,82.4,70.0,70.0,HUN,28.380608,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.492232149396216
73,Iceland,Iceland,IS,2006,75.8,90.0,,95.0,73.7,32.0,,95.1,65.4,88.8,78.2,50.0,90.0,ISL,47.754246,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,35.409430012394324
74,India,India,IN,2006,52.2,50.0,,28.0,76.1,74.6,,49.6,62.3,77.6,24.0,50.0,30.0,IND,3.982323,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,33.58489157701203
75,Indonesia,Indonesia,ID,2006,51.9,30.0,,20.0,77.3,86.0,,46.6,51.0,73.6,74.6,30.0,30.0,IDN,5.662398,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.130991528600358
78,Ireland,Ireland,IE,2006,82.2,90.0,,75.0,72.0,64.7,,93.7,79.6,84.4,82.4,90.0,90.0,IRL,62.327534,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.986691634222748
79,Israel,Israel,IL,2006,64.4,70.0,,64.0,55.2,28.3,,69.9,65.1,90.9,81.0,70.0,50.0,ISR,36.933624,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.149022837955748
80,Italy,Italy,IT,2006,62.0,50.0,,48.0,52.0,29.1,,78.4,74.6,85.2,82.4,70.0,50.0,ITA,48.333866,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.580372809249106
82,Japan,Japan,JP,2006,73.3,70.0,,69.0,70.9,58.3,,87.2,84.4,92.5,80.2,70.0,50.0,JPN,42.47058,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.044686344643253
87,"Korea, Republic of",NorthKorea,KP,2006,4.0,10.0,,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,KOR,29.512959,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.493431045995855
88,"Korea, Republic of",SouthKorea,KR,2006,67.5,70.0,,45.0,71.2,77.6,,85.6,57.7,83.1,65.0,70.0,50.0,KOR,29.512959,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.493431045995855
92,Latvia,Latvia,LV,2006,66.9,50.0,,40.0,83.5,51.0,,75.0,66.6,80.8,82.4,70.0,70.0,LVA,20.295149,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,33.85550063752985
98,Lithuania,Lithuania,LT,2006,71.8,50.0,,46.0,82.9,63.9,,85.2,57.1,90.4,82.4,70.0,90.0,LTU,23.029945,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.954456710310453
99,Luxembourg,Luxembourg,LU,2006,75.3,90.0,,84.0,65.7,36.8,,76.9,51.4,85.7,82.4,90.0,90.0,LUX,61.935383,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.215054288882428
104,Malaysia,Malaysia,MY,2006,61.6,50.0,,50.0,81.2,75.1,,68.6,72.2,82.6,76.6,30.0,30.0,MYS,18.568468,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.955012198718464
107,Malta,Malta,MT,2006,67.3,90.0,,68.0,62.2,35.4,,70.0,60.0,85.0,82.4,50.0,70.0,MLT,30.756136,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.478252822506015
110,Mexico,Mexico,MX,2006,64.7,50.0,,36.0,78.4,82.1,,79.7,62.0,81.3,57.4,50.0,70.0,MEX,19.174133,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.543338102357463
119,Netherlands,Netherlands,NL,2006,75.4,90.0,,87.0,48.0,29.1,,87.5,62.9,86.6,82.4,90.0,90.0,NLD,67.05721,NLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.040944596319193
120,New Zealand,NewZealand,NZ,2006,82.0,90.0,,96.0,61.7,54.8,,99.9,92.8,85.6,79.2,70.0,90.0,NZL,34.55735,NZL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.913397362852027
124,Norway,Norway,NO,2006,67.9,90.0,,89.0,50.8,34.9,,91.4,50.6,88.7,84.2,50.0,50.0,NOR,114.72537,NOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.949485114268402
126,Pakistan,Pakistan,PK,2006,57.9,30.0,,21.0,71.4,89.5,,72.2,58.6,77.2,59.0,50.0,50.0,PAK,5.891027,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.731994021538043
130,Peru,Peru,PE,2006,60.5,30.0,,35.0,80.3,75.6,,65.6,47.0,84.0,67.2,50.0,70.0,PER,7.8262706,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.78613778159031
131,Philippines,Philippines,PH,2006,56.3,30.0,,26.0,75.9,88.9,,53.9,53.1,75.7,79.8,30.0,50.0,PHL,6.157087,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.718913054945162
132,Poland,Poland,PL,2006,59.3,50.0,,35.0,68.7,39.5,,56.5,61.2,79.6,82.4,50.0,70.0,POL,22.724333,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.404963013041513
133,Portugal,Portugal,PT,2006,62.9,70.0,,63.0,64.0,29.7,,73.3,42.2,84.4,82.4,70.0,50.0,PRT,30.45835,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.532853555224843
135,Romania,Romania,RO,2006,58.2,30.0,,29.0,87.5,68.9,,74.6,57.5,66.6,68.4,50.0,50.0,ROU,17.121294,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.616147736071554
136,Russian Federation,Russia,RU,2006,52.4,30.0,,28.0,90.8,63.5,,59.7,61.8,68.0,62.6,30.0,30.0,RUS,18.233566,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.503409513469514
147,Singapore,Singapore,SG,2006,88.0,90.0,,93.0,89.5,89.6,,96.9,98.2,88.0,85.0,90.0,60.0,SGP,46.44072,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.08671114521246
149,Slovenia,Slovenia,SI,2006,61.9,50.0,,60.0,64.0,44.3,,75.1,41.6,81.7,82.4,70.0,50.0,SVN,35.830597,SVN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.745546195384406
151,South Africa,SouthAfrica,ZA,2006,63.7,50.0,,46.0,69.8,78.6,,71.8,58.9,83.7,77.8,50.0,50.0,ZAF,16.608631,ZAF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.365539559822995
151,South Africa,SouthAfrica,ZA,2006,63.7,50.0,,46.0,69.8,78.6,,71.8,58.9,83.7,77.8,50.0,50.0,ZAF,16.608631,SSF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.596552865208192
151,South Africa,SouthAfrica,ZA,2006,63.7,50.0,,46.0,69.8,78.6,,71.8,58.9,83.7,77.8,50.0,50.0,ZAF,16.608631,TSS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.596552865208192
151,South Africa,SouthAfrica,ZA,2006,63.7,50.0,,46.0,69.8,78.6,,71.8,58.9,83.7,77.8,50.0,50.0,ZAF,16.608631,SSA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.596964126534534
152,Spain,Spain,ES,2006,68.2,70.0,,71.0,55.3,50.5,,78.7,50.0,83.9,82.4,70.0,70.0,ESP,44.520966,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.027305610650483
153,Sri Lanka,SriLanka,LK,2006,58.7,50.0,,35.0,78.5,83.1,,68.2,68.6,72.5,71.4,30.0,30.0,LKA,9.716973,LKA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.872051397225967
157,Sweden,Sweden,SE,2006,70.9,90.0,,92.0,33.2,2.2,,96.1,65.1,87.7,82.4,90.0,70.0,SWE,56.860283,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.229376089962162
158,Switzerland,Switzerland,CH,2006,78.9,90.0,,91.0,73.4,61.1,,85.0,77.1,89.6,82.0,70.0,70.0,CHE,59.944504,CHE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.06025536820716
163,Thailand,Thailand,TH,2006,63.3,50.0,,36.0,74.9,92.1,,73.8,77.0,80.3,68.4,30.0,50.0,THA,8.8521385,THA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.846632234385844
174,United Kingdom,UnitedKingdom,GB,2006,80.4,90.0,,86.0,62.3,43.5,,91.5,81.1,86.7,82.4,90.0,90.0,GBR,50.061077,GBR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.579609963628016
175,United States,UnitedStates,US,2006,81.2,90.0,,75.0,68.9,61.1,,93.2,97.8,85.0,81.4,70.0,90.0,USA,63.186916,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.038167049868
176,Uruguay,Uruguay,UY,2006,65.3,70.0,,62.0,86.1,45.8,,63.9,76.3,73.0,76.4,70.0,30.0,URY,16.68038,URY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.236987740494655
179,"Venezuela, Bolivarian Republic of",Venezuela,VE,2006,44.6,30.0,,23.0,75.6,76.8,,48.9,35.0,53.9,63.0,10.0,30.0,VEN,17.796515,VEN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.333976025562553
180,Viet Nam,Vietnam,VN,2006,50.5,10.0,,26.0,74.3,74.8,,60.0,67.7,74.2,57.6,30.0,30.0,VNM,3.0816696,VNM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.363976770145964
5,Argentina,Argentina,AR,2005,51.7,30.0,,25.0,72.7,73.7,,70.0,43.9,65.4,56.2,50.0,30.0,ARG,19.672619,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.351146895115342
7,Australia,Australia,AU,2005,79.0,90.0,,88.0,59.1,60.9,,85.0,85.8,84.0,77.2,70.0,90.0,AUS,51.532955,AUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.02605397620999
8,Austria,Austria,AT,2005,68.8,90.0,,80.0,44.4,22.6,,70.0,73.6,87.0,80.2,70.0,70.0,AUT,52.797462,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.05211574706889
12,Bangladesh,Bangladesh,BD,2005,47.5,30.0,,13.0,84.1,93.4,,40.0,64.1,76.3,34.0,30.0,10.0,BGD,1.9349834,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.83043551458635
15,Belgium,Belgium,BE,2005,69.0,90.0,,76.0,42.1,22.0,,70.0,68.0,81.8,80.2,90.0,70.0,BEL,63.273796,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.153893592261067
22,Brazil,Brazil,BR,2005,61.7,50.0,,39.0,86.2,69.9,,70.0,64.6,72.7,65.2,50.0,50.0,BRA,12.894449,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.056183462108468
23,Bulgaria,Bulgaria,BG,2005,62.3,30.0,,39.0,80.3,53.4,,55.0,80.3,83.1,82.0,50.0,70.0,BGR,19.274733,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.665164522630423
27,Cambodia,Cambodia,KH,2005,60.0,30.0,,30.0,91.3,90.4,,55.0,43.9,87.0,52.0,50.0,70.0,KHM,1.7654465,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.88709965529291
29,Canada,Canada,CA,2005,75.8,90.0,,87.0,75.1,50.8,,85.0,82.2,84.7,82.8,50.0,70.0,CAN,53.21647,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.837429382803418
33,Chile,Chile,CL,2005,77.8,90.0,,74.0,78.3,84.8,,70.0,77.3,84.4,79.2,70.0,70.0,CHL,17.545631,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.368795218553945
34,China,China,CN,2005,53.7,30.0,,34.0,67.9,86.0,,55.0,65.0,84.8,54.4,30.0,30.0,CHN,5.240103,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,39.425815567794466
34,China,China,CN,2005,53.7,30.0,,34.0,67.9,86.0,,55.0,65.0,84.8,54.4,30.0,30.0,CHN,5.240103,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.39697264760556
34,China,China,CN,2005,53.7,30.0,,34.0,67.9,86.0,,55.0,65.0,84.8,54.4,30.0,30.0,CHN,5.240103,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.8729661756403
35,Colombia,Colombia,CO,2005,59.6,30.0,,37.0,66.7,66.3,,70.0,62.8,78.3,64.8,50.0,70.0,COL,10.961963,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.956154315033167
39,Costa Rica,CostaRica,CR,2005,66.1,50.0,,43.0,83.0,84.7,,70.0,61.1,75.5,73.4,70.0,50.0,CRI,12.674956,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.951802434299097
41,Croatia,Croatia,HR,2005,51.9,30.0,,37.0,59.3,26.2,,55.0,44.3,81.4,65.4,50.0,70.0,HRV,23.412586,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.176045956552155
43,Cyprus,Cyprus,CY,2005,71.9,90.0,,61.0,79.0,57.4,,85.0,70.0,83.0,73.6,50.0,70.0,CYP,37.081375,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.52648852344568
45,Denmark,Denmark,DK,2005,75.3,90.0,,95.0,33.9,8.3,,100.0,99.9,85.6,80.2,70.0,90.0,DNK,57.733273,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.173375204621365
48,Dominican Republic,DominicanRepublic,DO,2005,55.1,30.0,,33.0,84.9,89.7,,55.0,56.9,56.5,64.8,50.0,30.0,DOM,12.313813,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.612619911161747
49,Ecuador,Ecuador,EC,2005,52.9,30.0,,22.0,85.0,84.5,,55.0,39.8,68.3,64.0,30.0,50.0,ECU,10.5780945,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.422424268049664
54,Estonia,Estonia,EE,2005,75.2,70.0,,55.0,82.9,61.6,,85.0,47.4,85.5,84.8,90.0,90.0,EST,21.846905,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.862728296161514
57,Finland,Finland,FI,2005,71.0,90.0,,97.0,58.0,22.3,,85.0,49.9,88.0,80.2,70.0,70.0,FIN,52.73542,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.91802024446374
58,France,France,FR,2005,60.5,70.0,,69.0,44.8,10.9,,70.0,54.3,86.0,80.2,70.0,50.0,FRA,58.805424,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.797435309373945
62,Germany,Germany,DE,2005,68.1,90.0,,77.0,58.4,28.6,,70.0,48.7,88.1,80.2,90.0,50.0,DEU,60.835007,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.07669852423841
64,Greece,Greece,GR,2005,59.0,50.0,,43.0,58.0,54.4,,70.0,56.1,78.1,80.2,50.0,50.0,GRC,31.981937,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.828951232005377
72,Hungary,Hungary,HU,2005,63.5,70.0,,48.0,67.9,25.6,,70.0,68.2,75.6,70.0,70.0,70.0,HUN,28.270016,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.833932744134245
73,Iceland,Iceland,IS,2005,76.6,90.0,,96.0,72.5,30.9,,85.0,64.6,88.6,78.2,70.0,90.0,ISL,50.887196,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.608157673856706
74,India,India,IN,2005,54.2,50.0,,28.0,75.6,76.3,,55.0,61.7,77.4,38.0,50.0,30.0,IND,3.5561693,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.755337037287624
75,Indonesia,Indonesia,ID,2005,52.9,30.0,,19.0,77.5,90.0,,55.0,49.1,71.7,77.2,30.0,30.0,IDN,5.1756444,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.640511770779106
78,Ireland,Ireland,IE,2005,80.8,90.0,,75.0,72.6,64.5,,85.0,78.2,82.5,80.2,90.0,90.0,IRL,62.796043,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.828926643049087
79,Israel,Israel,IL,2005,62.6,70.0,,70.0,53.9,15.1,,70.0,64.2,86.2,77.0,70.0,50.0,ISR,37.394157,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.808054450392646
80,Italy,Italy,IT,2005,64.9,70.0,,53.0,49.6,27.4,,70.0,74.5,84.7,80.2,70.0,70.0,ITA,47.60363,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.281654229784206
82,Japan,Japan,JP,2005,67.3,70.0,,70.0,70.7,57.6,,70.0,83.3,90.6,80.6,50.0,30.0,JPN,42.49986,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.901044025752483
87,"Korea, Republic of",NorthKorea,KP,2005,8.0,10.0,,10.0,0.0,0.0,,40.0,0.0,0.0,0.0,10.0,10.0,KOR,28.836796,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.47684688397634
88,"Korea, Republic of",SouthKorea,KR,2005,66.4,70.0,,43.0,69.5,77.8,,70.0,56.6,83.3,73.6,70.0,50.0,KOR,28.836796,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.47684688397634
92,Latvia,Latvia,LV,2005,66.3,50.0,,38.0,83.6,52.7,,70.0,63.5,84.8,80.0,70.0,70.0,LVA,20.249609,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.01558451444415
98,Lithuania,Lithuania,LT,2005,70.5,50.0,,47.0,82.8,65.1,,70.0,55.8,90.1,84.0,70.0,90.0,LTU,21.624893,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.409904793263543
99,Luxembourg,Luxembourg,LU,2005,76.3,90.0,,87.0,64.3,39.0,,85.0,51.4,85.9,80.2,90.0,90.0,LUX,64.665146,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.34779138301507
104,Malaysia,Malaysia,MY,2005,61.9,50.0,,52.0,80.9,75.3,,70.0,72.0,82.8,75.8,30.0,30.0,MYS,18.53259,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.303514858953086
107,Malta,Malta,MT,2005,68.9,90.0,,50.0,62.2,40.3,,85.0,60.0,85.7,75.8,50.0,90.0,MLT,31.79536,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.83728964888104
110,Mexico,Mexico,MX,2005,65.2,50.0,,36.0,74.9,83.7,,70.0,61.4,81.1,75.2,50.0,70.0,MEX,18.715185,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.703707148948816
119,Netherlands,Netherlands,NL,2005,72.9,90.0,,89.0,45.7,28.0,,70.0,61.5,84.8,80.2,90.0,90.0,NLD,66.80439,NLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.41340901788583
120,New Zealand,NewZealand,NZ,2005,82.3,90.0,,95.0,61.7,55.3,,85.0,91.1,85.8,79.4,90.0,90.0,NZL,34.581734,NZL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.745760631409684
124,Norway,Norway,NO,2005,64.5,90.0,,88.0,50.4,28.3,,70.0,49.3,85.5,83.6,50.0,50.0,NOR,108.196556,NOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.37113810291223
126,Pakistan,Pakistan,PK,2005,53.3,30.0,,25.0,69.7,89.7,,70.0,59.6,74.0,54.6,30.0,30.0,PAK,5.555181,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.12223860310286
130,Peru,Peru,PE,2005,61.3,30.0,,37.0,82.3,76.0,,55.0,45.9,86.6,59.8,70.0,70.0,PER,7.1518135,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.06208200232105
131,Philippines,Philippines,PH,2005,54.7,30.0,,25.0,78.0,88.5,,55.0,53.4,77.9,79.4,30.0,30.0,PHL,5.94461,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.181518197666886
132,Poland,Poland,PL,2005,59.6,50.0,,36.0,68.3,30.3,,70.0,60.0,82.3,79.2,50.0,70.0,POL,22.63348,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.893016869756597
133,Portugal,Portugal,PT,2005,62.4,70.0,,66.0,61.7,32.0,,70.0,41.2,83.2,80.2,70.0,50.0,PRT,29.04467,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.12657562749608
135,Romania,Romania,RO,2005,52.1,30.0,,28.0,70.1,68.9,,55.0,55.5,62.6,70.4,30.0,50.0,ROU,14.945911,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.36294921005543
136,Russian Federation,Russia,RU,2005,51.3,30.0,,27.0,91.5,58.9,,55.0,61.8,65.6,63.2,30.0,30.0,RUS,15.850032,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.7553986039313
147,Singapore,Singapore,SG,2005,88.6,90.0,,94.0,88.5,89.3,,100.0,98.2,91.4,85.0,90.0,60.0,SGP,44.355186,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.18799565632301
